L_analytical,design_idx,edge_cls,errors,key,kind,link_cls,mean,n,n_e,n_g,ok,p50,p95,p99,policy,rep_factor,repeat,wall,workload
0.06122403049022053,29,edge-high,0,sensing|29|1,pareto,fast,0.04477890701200002,750,2,1,True,0.042574792,0.050286125,0.106133708,balanced,1,1,16.7,sensing
0.06122403049022053,29,edge-high,0,sensing|29|2,pareto,fast,0.0481495941133333,750,2,1,True,0.043275,0.06637175,0.129444458,balanced,1,2,16.9,sensing
0.06709215193234577,30,edge-high,0,sensing|30|0,dominated,fast,0.05115529785066669,750,2,2,True,0.048737208,0.057986375,0.131419084,balanced,1,0,16.9,sensing
0.06709215193234577,30,edge-high,0,sensing|30|1,dominated,fast,0.05230048814266668,750,2,2,True,0.048108333,0.075543875,0.136940166,balanced,1,1,17.3,sensing
0.06709215193234577,30,edge-high,0,sensing|30|2,dominated,fast,0.05129276149866664,750,2,2,True,0.04731525,0.075637459,0.132325833,balanced,1,2,16.9,sensing
0.07430795543254559,31,edge-high,0,sensing|31|0,dominated,fast,0.05334319407866666,750,3,1,True,0.051174,0.060361,0.129502333,balanced,1,0,16.9,sensing
0.07430795543254559,31,edge-high,0,sensing|31|1,dominated,fast,0.05572872068000001,750,3,1,True,0.052428,0.069828084,0.135911834,balanced,1,1,16.9,sensing
0.07430795543254559,31,edge-high,0,sensing|31|2,dominated,fast,0.055172709183999954,750,3,1,True,0.050855125,0.072731333,0.143499042,balanced,1,2,16.9,sensing
0.06110479360627777,32,edge-high,0,sensing|32|0,dominated,fast,0.04508166262533331,750,2,2,True,0.042842625,0.053758167,0.103640083,balanced,1,0,16.9,sensing
0.06110479360627777,32,edge-high,0,sensing|32|1,dominated,fast,0.04991881058400001,750,2,2,True,0.041597458,0.080849667,0.278509042,balanced,1,1,17.0,sensing
0.06110479360627777,32,edge-high,0,sensing|32|2,dominated,fast,0.04470138701200003,750,2,2,True,0.042639417,0.049004084,0.12505675,balanced,1,2,16.7,sensing
0.06742786885245902,33,edge-high,0,sensing|33|0,dominated,fast,0.052209526133333316,750,2,2,True,0.04779,0.083578042,0.131221708,cloud-first,1,0,17.0,sensing
0.06742786885245902,33,edge-high,0,sensing|33|1,dominated,fast,0.05384081531333332,750,2,2,True,0.050088417,0.070956583,0.130969541,cloud-first,1,1,16.9,sensing
0.06742786885245902,33,edge-high,0,sensing|33|2,dominated,fast,0.0553240605786666,750,2,2,True,0.050207459,0.081038209,0.135326542,cloud-first,1,2,16.8,sensing
0.1216084661783714,34,edge-med,0,sensing|34|0,boundary,fast,0.06985761022266673,750,3,1,True,0.059683292,0.124195334,0.170477876,balanced,2,0,17.0,sensing
0.1216084661783714,34,edge-med,0,sensing|34|1,boundary,fast,1.9516303027359987,750,3,1,True,1.323011542,5.260343669,7.086835295,balanced,2,1,19.9,sensing
0.1216084661783714,34,edge-med,0,sensing|34|2,boundary,fast,0.44354260648933336,750,3,1,True,0.354916042,1.223479292,1.620159584,balanced,2,2,17.4,sensing
0.08596503267973855,35,edge-high,0,sensing|35|0,boundary,fast,0.264425461452,750,2,1,True,0.238376417,0.594422792,0.758060875,edge-first,1,0,16.8,sensing
0.08596503267973855,35,edge-high,0,sensing|35|1,boundary,fast,0.18050026373066658,750,2,1,True,0.135366459,0.462153583,0.633944625,edge-first,1,1,16.9,sensing
0.08596503267973855,35,edge-high,0,sensing|35|2,boundary,fast,0.08950947693066665,750,2,1,True,0.057009625,0.239518708,0.376300208,edge-first,1,2,16.8,sensing
